Reaction,role,metabolite
R02539,substrate,C00010
R02539,product,C00020
R02539,product,C00013
R02539,product,C00582
R02540,substrate,C02505
R02540,substrate,C00001
R02540,product,C07086
R02540,product,C00014
R02545,substrate,C00552
R02545,substrate,C00003
R02545,product,C03459
R02545,product,C00004
R02545,product,C00080
R02549,substrate,C00555
R02549,substrate,C00003
R02549,substrate,C00001
R02549,product,C00334
R02549,product,C00004
R02549,product,C00080
R02555,substrate,C00817
R02555,substrate,C00003
R02555,product,C00558
R02555,product,C00004
R02555,product,C00080
R02556,substrate,C00559
R02556,substrate,C00001
R02556,product,C05512
R02556,product,C00014
R02557,substrate,C00559
R02557,substrate,C00009
R02557,product,C00147
R02557,product,C00672
R02558,substrate,C00844
R02558,substrate,C00001
R02558,product,C00561
R02558,product,C00031
R02560,substrate,C00565
R02560,substrate,C00125
R02560,substrate,C00001
R02560,product,C01104
R02560,product,C00126
R02560,product,C00080
R02565,substrate,C00576
R02565,substrate,C00003
R02565,substrate,C00001
R02565,product,C00719
R02565,product,C00004
R02565,product,C00080
R02566,substrate,C00576
R02566,substrate,C00006
R02566,substrate,C00001
R02566,product,C00719
R02566,product,C00005
R02566,product,C00080
R02568,substrate,C01094
R02568,product,C00111
R02568,product,C00577
R02569,substrate,C00024
R02569,substrate,C15973
R02569,product,C00010
R02569,product,C16255
R02570,substrate,C00091
R02570,substrate,C15973
R02570,product,C00010
R02570,product,C16254
R02571,substrate,C00527
R02571,substrate,C15973
R02571,product,C00010
R02571,product,C06157
R02589,substrate,C00587
R02589,substrate,C00007
R02589,substrate,C00004
R02589,substrate,C00080
R02589,product,C00628
R02589,product,C00003
R02589,product,C00001
R02596,substrate,C00590
R02596,product,C15805
R02613,substrate,C05332
R02613,substrate,C00007
R02613,substrate,C00001
R02613,product,C00601
R02613,product,C00014
R02613,product,C00027
R02619,substrate,C00606
R02619,substrate,C00026
R02619,product,C05527
R02619,product,C00025
R02630,substrate,C04261
R02630,substrate,C00159
R02630,product,C00615
R02630,product,C00275
R02649,substrate,C00002
R02649,substrate,C00624
R02649,product,C00008
R02649,product,C04133
R02656,substrate,C00628
R02656,substrate,C00007
R02656,product,C02167
R02661,substrate,C00630
R02661,substrate,C00028
R02661,product,C03460
R02661,product,C00030
R02662,substrate,C00630
R02662,substrate,C15973
R02662,product,C00010
R02662,product,C15977
R02670,substrate,C00632
R02670,substrate,C00007
R02670,product,C05640
R02670,product,C00704
R02670,product,C00027
R02670,product,C00080
R02672,substrate,C03590
R02672,product,C00633
R02672,product,C00011
R02678,substrate,C00637
R02678,substrate,C00003
R02678,substrate,C00001
R02678,product,C00954
R02678,product,C00004
R02678,product,C00080
R02687,substrate,C00641
R02687,substrate,C00001
R02687,product,C01885
R02687,product,C00162
R02689,substrate,C00029
R02689,substrate,C00641
R02689,product,C00015
R02689,product,C04046
R02698,substrate,C00642
R02698,substrate,C00007
R02698,substrate,C00004
R02698,substrate,C00080
R02698,product,C01161
R02698,product,C00003
R02698,product,C00001
R02703,substrate,C00644
R02703,substrate,C00003
R02703,product,C05345
R02703,product,C00004
R02703,product,C00080
R02704,substrate,C04261
R02704,substrate,C00392
R02704,product,C00615
R02704,product,C00644
R02718,substrate,C00002
R02718,substrate,C00133
R02718,substrate,C00653
R02718,product,C00020
R02718,product,C00013
R02718,product,C04260
R02719,substrate,C00655
R02719,substrate,C00001
R02719,product,C01762
R02719,product,C00009
R02720,substrate,C00700
R02720,substrate,C00001
R02720,product,C00655
R02720,product,C00013
R02722,substrate,C00065
R02722,substrate,C03506
R02722,product,C00078
R02722,product,C00118
R02722,product,C00001
R02728,substrate,C00663
R02728,product,C01172
R02733,substrate,C04390
R02733,substrate,C00001
R02733,product,C00033
R02733,product,C00666
R02734,substrate,C04421
R02734,substrate,C00001
R02734,product,C00042
R02734,product,C00666
R02735,substrate,C00666
R02735,product,C00680
R02736,substrate,C01172
R02736,substrate,C00006
R02736,product,C01236
R02736,product,C00005
R02736,product,C00080
R02737,substrate,C00029
R02737,substrate,C00668
R02737,product,C00015
R02737,product,C00689
R02738,substrate,C04261
R02738,substrate,C00031
R02738,product,C00615
R02738,product,C00668
R02739,substrate,C00668
R02739,product,C01172
R02740,substrate,C00668
R02740,product,C05345
R02748,substrate,C05512
R02748,substrate,C00009
R02748,product,C00262
R02748,product,C00672
R02749,substrate,C00672
R02749,product,C00673
R02750,substrate,C00673
R02750,substrate,C00008
R02750,product,C01801
R02750,product,C00002
R02754,substrate,C00679
R02754,product,C00022
R02754,product,C01146
R02755,substrate,C00680
R02755,substrate,C00006
R02755,substrate,C00001
R02755,product,C03871
R02755,product,C00014
R02755,product,C00005
R02755,product,C00080
R02765,substrate,C01213
R02765,product,C00683
R02767,substrate,C01271
R02767,substrate,C00006
R02767,product,C00685
R02767,product,C00005
R02767,product,C00080
R02768,substrate,C00173
R02768,substrate,C01209
R02768,product,C00685
R02768,product,C00011
R02768,product,C00229
R02777,substrate,C03319
R02777,substrate,C00006
R02777,product,C00688
R02777,product,C00005
R02777,product,C00080
R02780,substrate,C01083
R02780,substrate,C04261
R02780,product,C00689
R02780,product,C00615
R02782,substrate,C00691
R02782,product,C04287
R02782,product,C00001
R02783,substrate,C00002
R02783,substrate,C01212
R02783,substrate,C00217
R02783,product,C00008
R02783,product,C00009
R02783,product,C00692
R02788,substrate,C00002
R02788,substrate,C00692
R02788,substrate,C00680
R02788,product,C00008
R02788,product,C00009
R02788,product,C04877
R02797,substrate,C05122
R02797,substrate,C00001
R02797,product,C00695
R02797,product,C00245
R02804,substrate,C00697
R02804,substrate,C00125
R02804,substrate,C00001
R02804,product,C00887
R02804,product,C00126
R02804,product,C00080
R02852,substrate,C00739
R02852,product,C05161
R02855,substrate,C00810
R02855,substrate,C00003
R02855,product,C00741
R02855,product,C00004
R02855,product,C00080
R02864,substrate,C00748
R02864,substrate,C00080
R02864,product,C14818
R02864,product,C05778
R02872,substrate,C03428
R02872,substrate,C00005
R02872,substrate,C00080
R02872,product,C00013
R02872,product,C00751
R02872,product,C00006
R02886,substrate,C00760
R02886,substrate,C00001
R02886,product,C00760
R02886,product,C00185
R02887,substrate,C01898
R02887,substrate,(n-2) C00001
R02887,product,(n-2) C00031
R02887,product,C00185
R02889,substrate,C00029
R02889,substrate,C00760
R02889,product,C00015
R02889,product,C00760
R02908,substrate,C00780
R02908,substrate,C00001
R02908,substrate,C00007
R02908,product,C05634
R02908,product,C00014
R02908,product,C00027
R02914,substrate,C03680
R02914,product,C00785
R02914,product,C00001
R02918,substrate,C00002
R02918,substrate,C00082
R02918,substrate,C00787
R02918,product,C00020
R02918,product,C00013
R02918,product,C02839
R02919,substrate,C00788
R02919,substrate,C00001
R02919,substrate,C00007
R02919,product,C05577
R02919,product,C00218
R02919,product,C00027
R02922,substrate,C00791
R02922,substrate,C00001
R02922,product,C02565
R02922,product,C00014
R02926,substrate,C05399
R02926,substrate,C00001
R02926,product,C00794
R02926,product,C00124
R02933,substrate,C01040
R02933,substrate,C00001
R02933,product,C00800
R02937,substrate,C00169
R02937,substrate,C01444
R02937,product,C00009
R02937,product,C00802
R02940,substrate,C05985
R02940,substrate,C00003
R02940,substrate,C00001
R02940,product,C00804
R02940,product,C00004
R02940,product,C00080
R02946,substrate,C03044
R02946,substrate,C00003
R02946,product,C00810
R02946,product,C00004
R02946,product,C00080
R02952,substrate,C00811
R02952,product,C05627
R02952,product,C00011
R02957,substrate,C02670
R02957,substrate,C00003
R02957,substrate,C00001
R02957,product,C00818
R02957,product,C00004
R02957,product,C00080
R02964,substrate,C00828
R02964,substrate,C00080
R02964,substrate,C00004
R02964,product,C05819
R02964,product,C00003
R02971,substrate,C00002
R02971,substrate,C00831
R02971,product,C00008
R02971,product,C01134
R02984,substrate,C00842
R02984,product,C02097
R02985,substrate,C00844
R02985,substrate,C00031
R02985,product,C08325
R02985,product,C00001
R03004,substrate,C00857
R03004,substrate,C00001
R03004,product,C00020
R03004,product,C01185
R03005,substrate,C00002
R03005,substrate,C01185
R03005,product,C00013
R03005,product,C00857
R03012,substrate,C00860
R03012,substrate,C00003
R03012,product,C01929
R03012,product,C00004
R03012,product,C00080
R03013,substrate,C01100
R03013,substrate,C00001
R03013,product,C00860
R03013,product,C00009
R03014,substrate,C00002
R03014,substrate,C00861
R03014,product,C00008
R03014,product,C01131
R03015,substrate,C01001
R03015,substrate,C00139
R03015,substrate,C00001
R03015,product,C00862
R03015,product,C00138
R03015,product,C00011
R03015,product,C00080
R03018,substrate,C00002
R03018,substrate,C00864
R03018,product,C00008
R03018,product,C03492
R03026,substrate,C01144
R03026,product,C00877
R03026,product,C00001
R03028,substrate,C02411
R03028,product,C00877
R03028,product,C00011
R03033,substrate,C00880
R03033,product,C01216
R03033,product,C00001
R03035,substrate,C00002
R03035,substrate,C01134
R03035,product,C00013
R03035,product,C00882
R03036,substrate,C00882
R03036,substrate,C00001
R03036,product,C01134
R03036,product,C00020
R03038,substrate,C00002
R03038,substrate,C00041
R03038,substrate,C01635
R03038,product,C00020
R03038,product,C00013
R03038,product,C00886
R03045,substrate,C05668
R03045,product,C00894
R03045,product,C00001
R03050,substrate,C00900
R03050,substrate,C00068
R03050,product,C05125
R03050,product,C00022
R03051,substrate,C00900
R03051,substrate,C00005
R03051,substrate,C00080
R03051,product,C04039
R03051,product,C00006
R03055,substrate,C21028
R03055,substrate,C00001
R03055,product,C21029
R03062,substrate,C00916
R03062,substrate,C00001
R03062,product,C03112
R03062,product,C00033
R03066,substrate,C01300
R03066,substrate,C00568
R03066,product,C00921
R03066,product,C00001
R03067,substrate,C04807
R03067,substrate,C00568
R03067,product,C00013
R03067,product,C00921
R03071,substrate,C00924
R03071,substrate,C00244
R03071,product,C00923
R03071,product,C00088
R03071,product,C00001
R03083,substrate,C04691
R03083,product,C00944
R03083,product,C00009
R03084,substrate,C00944
R03084,product,C02637
R03084,product,C00001
R03096,substrate,C02693
R03096,substrate,C00001
R03096,product,C00954
R03096,product,C00014
R03104,substrate,C05823
R03104,substrate,C00003
R03104,product,C00957
R03104,product,C00004
R03104,product,C00080
R03105,substrate,C00957
R03105,substrate,C00342
R03105,product,C00283
R03105,product,C00022
R03105,product,C00343
R03122,substrate,C00973
R03122,substrate,C00001
R03122,product,C01935
R03132,substrate,C00979
R03132,substrate,C00320
R03132,product,C05824
R03132,product,C00033
R03136,substrate,C00980
R03136,substrate,C00125
R03136,product,C01166
R03136,product,C00126
R03136,product,C00080
R03139,substrate,C00986
R03139,substrate,C00007
R03139,substrate,C00001
R03139,product,C05665
R03139,product,C00014
R03139,product,C00027
R03140,substrate,C01182
R03140,substrate,C00007
R03140,product,C00197
R03140,product,C00988
R03145,substrate,C00022
R03145,substrate,C00399
R03145,substrate,C00001
R03145,product,C00033
R03145,product,C00390
R03145,product,C00011
R03154,substrate,C00091
R03154,substrate,C02614
R03154,product,C00042
R03154,product,C01011
R03161,substrate,C00002
R03161,substrate,C01019
R03161,product,C00008
R03161,product,C02985
R03163,substrate,C01019
R03163,product,C01721
R03165,substrate,C01024
R03165,product,C01051
R03165,product,C00001
R03171,substrate,C00671
R03171,substrate,C00010
R03171,substrate,C00003
R03171,product,C15980
R03171,product,C00011
R03171,product,C00004
R03171,product,C00080
R03172,substrate,C15980
R03172,substrate,C00028
R03172,product,C03345
R03172,product,C00030
R03174,substrate,C15980
R03174,substrate,C15973
R03174,product,C00010
R03174,product,C15979
R03180,substrate,C03078
R03180,substrate,C00001
R03180,product,C01035
R03180,product,C00014
R03182,substrate,C00002
R03182,substrate,C01037
R03182,substrate,C00011
R03182,product,C00008
R03182,product,C00009
R03182,product,C01909
R03187,substrate,C00002
R03187,substrate,C02565
R03187,substrate,C00001
R03187,product,C00008
R03187,product,C00009
R03187,product,C01043
R03189,substrate,C03479
R03189,substrate,C00025
R03189,product,C00101
R03189,product,C01045
R03191,substrate,C01050
R03191,substrate,C00003
R03191,product,C04631
R03191,product,C00004
R03191,product,C00080
R03192,substrate,C01050
R03192,substrate,C00006
R03192,product,C04631
R03192,product,C00005
R03192,product,C00080
R03193,substrate,C00002
R03193,substrate,C01050
R03193,substrate,C00041
R03193,product,C00008
R03193,product,C00009
R03193,product,C01212
R03194,substrate,C00019
R03194,substrate,C01051
R03194,product,C00021
R03194,product,C02463
R03197,substrate,C01051
R03197,product,C03263
R03197,product,C00011
R03209,substrate,C00002
R03209,substrate,C02656
R03209,substrate,C00010
R03209,product,C00020
R03209,product,C00013
R03209,product,C01063
R03210,substrate,C01063
R03210,substrate,C00041
R03210,product,C01092
R03210,product,C00010
R03210,product,C00011
R03217,substrate,C01077
R03217,substrate,C00097
R03217,product,C02291
R03217,product,C00033
R03220,substrate,C03263
R03220,substrate,C00007
R03220,product,C01079
R03220,product,C00011
R03220,product,C00001
R03222,substrate,C01079
R03222,substrate,C00007
R03222,product,C02191
R03222,product,C00027
R03223,substrate,C04752
R03223,substrate,C04327
R03223,product,C00013
R03223,product,C01081
R03231,substrate,C00019
R03231,substrate,C01092
R03231,product,C04425
R03231,product,C01037
R03232,substrate,C04261
R03232,substrate,C00095
R03232,product,C00615
R03232,product,C01094
R03234,substrate,C01096
R03234,substrate,C00006
R03234,product,C02888
R03234,product,C00005
R03234,product,C00080
R03236,substrate,C01097
R03236,substrate,C00002
R03236,product,C03785
R03236,product,C00008
R03237,substrate,C00063
R03237,substrate,C01097
R03237,product,C00112
R03237,product,C03785
R03238,substrate,C00075
R03238,substrate,C01097
R03238,product,C00015
R03238,product,C03785
R03239,substrate,C00081
R03239,substrate,C01097
R03239,product,C00104
R03239,product,C03785
R03240,substrate,C01113
R03240,product,C01097
R03241,substrate,C00002
R03241,substrate,C01721
R03241,product,C00008
R03241,product,C01099
R03243,substrate,C01100
R03243,substrate,C00026
R03243,product,C01267
R03243,product,C00025
R03244,substrate,C01101
R03244,product,C03291
R03254,substrate,C04478
R03254,substrate,C00009
R03254,product,C00074
R03254,product,C01112
R03254,product,C00001
R03256,substrate,C05396
R03256,substrate,C00001
R03256,product,C00221
R03256,product,C01113
R03260,substrate,C01118
R03260,substrate,C00097
R03260,product,C02291
R03260,product,C00042
R03269,substrate,C04352
R03269,product,C01134
R03269,product,C00011
R03270,substrate,C05125
R03270,substrate,C15972
R03270,product,C16255
R03270,product,C00068
R03275,substrate,C01142
R03275,product,C01186
R03276,substrate,C01144
R03276,product,C03561
R03277,substrate,C01146
R03277,substrate,C00022
R03277,product,C03921
R03283,substrate,C01149
R03283,substrate,C00003
R03283,substrate,C00001
R03283,product,C01181
R03283,product,C00004
R03283,product,C00080
R03291,substrate,C01157
R03291,substrate,C00003
R03291,product,C04281
R03291,product,C00004
R03291,product,C00080
R03293,substrate,C01157
R03293,substrate,C00006
R03293,product,C04281
R03293,product,C00005
R03293,product,C00080
R03299,substrate,C05593
R03299,substrate,C00007
R03299,substrate,C00004
R03299,substrate,C00080
R03299,product,C01161
R03299,product,C00003
