KO,EC,RXN
K12444,2.3.1.292,
K12452,1.17.1.1,"R03391;R03391  CDP-4-dehydro-3,6-dideoxy-D-glucose:NAD+ 3-oxydoreductase;R03392;R03392  CDP-4-dehydro-3,6-dideoxy-D-glucose:NADP+ 3-oxydoreductase"
K12472,,
K12506,2.7.7.60;4.6.1.12,R05633;R05633  CTP: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase;R05637;R05637  2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)
K12507,,
K12510,,
K12511,,
K12512,,
K12516,,
K12524,1.1.1.3;2.7.2.4,R00480;R00480  ATP:L-aspartate 4-phosphotransferase;R01773;R01773  L-homoserine:NAD+ oxidoreductase;R01775;R01775  L-homoserine:NADP+ oxidoreductase
K12525,1.1.1.3;2.7.2.4,R00480;R00480  ATP:L-aspartate 4-phosphotransferase;R01773;R01773  L-homoserine:NAD+ oxidoreductase;R01775;R01775  L-homoserine:NADP+ oxidoreductase
K12526,2.7.2.4;4.1.1.20,"R00451;R00451  meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming);R00480;R00480  ATP:L-aspartate 4-phosphotransferase"
K12527,1.97.1.9,R07229;R07229  ferricytochrome c:selenite oxidoreductase
K12528,,R07229;R07229  ferricytochrome c:selenite oxidoreductase
K12529,,R07229;R07229  ferricytochrome c:selenite oxidoreductase
K12536,,
K12537,,
K12542,,
K12544,,
K12552,,
K12553,,
K12554,,R08780;R08780  L-alanyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl)-D-alanyl-D-alanine alanyltransferase
K12555,2.4.99.28;3.4.16.4,
K12573,3.1.13.1,
K12574,,
K12582,2.4.1.325,"R10303;R10303  dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose:lipid II 4-acetamido-4,6-dideoxy-D-galactosyltransferase"
K12658,5.1.1.8,R03296;R03296  trans-4-hydroxy-L-proline 2-epimerase
K12661,4.2.1.90,R03774;R03774  L-rhamnonate hydro-lyase
K12678,,
K12684,,
K12685,,
K12686,,
K12687,,
K12689,,
K12743,6.3.2.26,"R04870;R04870  L-2-aminohexanedioate:L-cysteine:L-valine ligase (AMP-forming, valine-inverting)"
K12748,3.5.1.93,R07402;R07402  (7R)-7-(4-carboxybutanamido)cephalosporanate amidohydrolase
K12787,,
K12790,,
K12940,,
K12941,,
K12942,,
K12943,,
K12945,,
K12950,7.2.2.22,
K12952,,
K12957,1.1.1.183;1.1.1.2,R00746;R00746  ethanol:NADP+ oxidoreductase;R03581;R03581  geraniol:NADP+ oxidoreductase;R08083
K12960,3.5.4.28;3.5.4.31,R00193;R00193  S-adenosyl-L-homocysteine aminohydrolase;R09660;R09660  S-methyl-5'-thioadenosine amidohydrolase
K12962,,
K12963,,
K12969,,
K12972,1.1.1.79;1.1.1.81,R00465;R00465  glycolate:NADP+ oxidoreductase;R01388;R01388  D-glycerate:NAD+ 2-oxidoreductase;R01392;R01392  D-glycerate:NADP+ 2-oxidoreductase;R02527;R02527  (R)-lactaldehyde:NAD+ oxidoreductase
K12973,2.3.1.251,R11223;R11223  1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine:lipid A in lipopolysaccharide palmitoyltransferase;R12187;R12187  1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine:lipid-IVA palmitoyltransferase;R12200;R12200  1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine:deacyl-lipid-IVA palmitoyltransferase;R12206;R12206  1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine:lipid-IIA palmitoyltransferase;R12211;R12211  1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine:KDO2-lipid-A palmitoyltransferase
K12974,2.3.1.242,R10906;R10906  (9Z)-hexadec-9-enoyl-[acyl-carrier protein]:KDO2-lipid IVA O-palmitoleoyltransferase
K12982,,
K12984,,
K12989,,
K12993,2.4.1.371,
K12994,2.4.1.349,
K12997,,
K12998,,
K12999,,
K13000,,
K13001,,
K13004,,
K13007,,
K13010,2.6.1.102,"R10460;R10460  GDP-4-amino-4,6-dideoxy-alpha-D-mannose:2-oxoglutarate aminotransferase"
K13014,,R07662;R07662  4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol amidohydrolase
K13015,1.1.1.136,R00421;R00421  UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase
K13017,2.6.1.98,"R10141;R10141  UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate:2-oxoglutarate aminotransferase"
K13018,2.3.1.201,"R10100;R10100  acetyl-CoA:UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate 3-N-acetyltransferase"
K13038,4.1.1.36;6.3.2.5,R03269;R03269  N-[(R)-4'-phosphopantothenoyl]-L-cysteine carboxy-lyase;R04231;R04231  (R)-4'-phosphopantothenate:L-cysteine ligase
K13040,2.7.13.3,
K13041,,
K13063,2.6.1.86,R08956;R08956  (2S)-2-amino-4-deoxychorismate:L-glutamate aminotransferase
K13069,2.7.7.65,R08057;R08057  GTP:GTP guanylyltransferase
K13075,3.1.1.81,R08970;R08970  N-acyl-L-homoserine-lactone lactonohydrolase
K13195,,
K13243,3.1.4.52,R08991;R08991  cyclic bis(3->5')diguanylate 3-guanylylhydrolase
K13276,,
K13280,3.4.21.89,
K13283,,
K13284,,
K13285,,
K13287,,
K13288,,
K13290,2.6.1.51,R00585;R00585  L-serine:pyruvate aminotransferase
K13292,2.5.1.145,
K13306,1.1.1.266,R05687;R05687  dTDP-4-keto-6-deoxyglucose reductase
K13378,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K13381,3.2.1.14;3.2.1.17,"R01206;R01206  [1,4-(N-acetyl-beta-D-glucosaminyl)]n glycanohydrolase;R02334;R02334  [1,4-(N-acetyl-beta-D-glucosaminyl)]n glycanohydrolase"
K13409,,
K13444,1.8.3.7,
K13481,1.17.1.4,R01768;R01768  hypoxanthine:NAD+ oxidoreductase;R02103;R02103  xanthine:NAD+ oxidoreductase
K13482,1.17.1.4,R01768;R01768  hypoxanthine:NAD+ oxidoreductase;R02103;R02103  xanthine:NAD+ oxidoreductase
K13497,2.4.2.18;4.1.3.27, anthranilate-forming);R00985;R00985  chorismate pyruvate-lyase (amino-accepting;R00986;R00986  chorismate pyruvate-lyase (amino-accepting);R01073;R01073  N-(5-phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase
K13498,4.1.1.48;5.3.1.24,R03508;R03508  1-(2-carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing);R03509;R03509  N-(5-phospho-beta-D-ribosyl)anthranilate ketol-isomerase
K13503,4.1.3.27, anthranilate-forming);R00985;R00985  chorismate pyruvate-lyase (amino-accepting;R00986;R00986  chorismate pyruvate-lyase (amino-accepting)
K13525,,
K13527,,
K13529,3.2.2.21,
K13530,,
K13532,2.7.13.3,
K13541,2.1.1.131;2.1.1.272;3.7.1.12,R05180;R05180  S-adenosyl-L-methionine:precorrin-3B C17-methyltransferase;R05809;R07772;R07772  cobalt-precorrin 5A acylhydrolase;R11580;R11580  S-adenosyl-L-methionine:cobalt-factor III 17-methyltransferase (ring contracting)
K13542,2.1.1.107;4.2.1.75,R03165;R03165  hydroxymethylbilane hydro-lyase(cyclizing);R03194;R03194  S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase
K13552,1.1.3.43,R08896;R08896  paromamine:oxygen 6'-oxidoreductase
K13566,3.5.1.3,R00269;R00269  2-oxoglutaramate amidohydrolase;R00348;R00348  2-oxosuccinamate amidohydrolase
K13571,6.3.1.19,R11207;R11207  [prokaryotic ubiquitin-like protein]:[protein]-L-lysine ligase (ADP-forming)
K13572,,
K13574,1.1.1.237,R01370;R01370  phenyllactate:NAD+ oxidoreductase;R01371;R01371  phenyllactate:NADP+ oxidoreductase;R03337;R03337  (R)-3-(4-hydroxyphenyl)lactate:NAD+ 2-oxidoreductase;R03339;R03339  (R)-3-(4-hydroxyphenyl)lactate:NADP+ 2-oxidoreductase
K13581,2.1.1.72,
K13582,,
K13583,,
K13587,2.7.13.3,
K13589,,
K13598,2.7.13.3,
K13599,,
K13620,,
K13629,,
K13632,,
K13634,,
K13635,,
K13637,,
K13638,,
K13641,,
K13643,,
K13652,,
K13653,,
K13655,,
K13656,2.7.8.31,"R09641;R09641  UDP-glucose:ditrans,octacis-undecaprenyl-phosphate glucose phosphotransferase"
K13657,2.4.1.252,"R09733;R09733  GDP-mannose:D-Glc-beta-(1->4)-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase"
K13663,,
K13664,,
K13665,,
K13683,,
K13684,,
K13686,2.4.2.46,
K13688,2.4.1.397,
K13689,,
K13695,,
K13722,,
K13730,,
K13731,,
K13732,,
K13733,,
K13735,,
K13740,,
K13745,4.1.1.86,"R07650;R07650  L-2,4-diaminobutanoate carboxy-lyase"
K13747,4.1.1.96,R09081;R09081  carboxyspermidine carboxy-lyase (spermidine-forming);R09082;R09082  carboxynorspermidine carboxy-lyase (norspermidine-forming)
K13787,2.5.1.1;2.5.1.10;2.5.1.29,"R01658;R01658  dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase;R02003;R02003  geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase;R02061;R02061  trans,trans-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase"
K13788,2.3.1.8,R00230;R00230  acetyl-CoA:phosphate acetyltransferase;R00921;R00921  propanoyl-CoA:phosphate propanoyltransferase
K13789,2.5.1.1;2.5.1.10;2.5.1.29,"R01658;R01658  dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase;R02003;R02003  geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase;R02061;R02061  trans,trans-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase"
K13795,,
K13796,,
K13798,2.7.7.6,
K13815,,
K13819,,
K13820,,
K13821,1.2.1.88;1.5.5.2,R00245;R00245  L-glutamate gamma-semialdehyde:NAD+ oxidoreductase;R00707;R00707  (S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase;R00708;R00708  (S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase;R01253;R01253  L-proline:quinone oxidoreductase;R04444;R04444  L-1-pyrroline-3-hydroxy-5-carboxylate:NAD+ oxidoreductase;R04445;R04445  L-1-pyrroline-3-hydroxy-5-carboxylate:NADP+ oxidoreductase;R05051;R05051  L-erythro-4-hydroxyglutamate:NAD+ oxidoreductase;R13148
K13854,,
K13875,4.2.1.25,R02522;R02522  L-arabinonate hydro-lyase
K13888,,
K13889,,
K13890,,
K13892,,
K13893,,
K13894,,
K13895,,
K13896,,
K13918,,
K13920,4.2.1.28,"R02376;R02376  propane-1,2-diol hydro-lyase"
K13921,,"R02377;R02377  propane-1,3-diol:NAD+ 1-oxidoreductase"
K13924,2.1.1.80;3.1.1.61,
K13925,,
K13926,,
K13928,,
K13929,2.3.1.187,R08944;R08944  acetyl-[acyl-carrier-protein]: malonate S-[acyl-carrier-protein]transferase
K13930,2.4.2.52,R09675;R09675  ATP:3'-dephospho-CoA 5-triphospho-alpha-D-ribosyltransferase
K13932,4.1.1.87,
K13936,,
K13938,1.5.1.3;1.5.1.50,"R00936;R00936  5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase;R00939;R00939  5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase;R11019;R11019  5,6,7,8-tetrahydromonapterin:NADP+ oxidoreductase"
K13940,2.7.6.3;4.1.2.25,"R03503;R03503  ATP:6-hydroxymethyl-7,8-dihydropterin 6'-diphosphotransferase;R03504;R03504  7,8-dihydroneopterin glycolaldehyde-lyase [6-(hydroxymethyl)-7,8-dihydropterin-forming]"
K13941,2.5.1.15;2.7.6.3,"R03066;R03066  6-(hydroxymethyl)-7,8-dihydropterin:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase;R03067;R03067  (7,8-dihydropterin-6-yl)methyl diphosphate:4-aminobenzoate 2-amino-4-hydroxy-7,8-dihydropteridine-6-methenyltransferase;R03503;R03503  ATP:6-hydroxymethyl-7,8-dihydropterin 6'-diphosphotransferase"
K13942,1.12.98.2,"R04455;R04455  hydrogen:N5,N10-methenyltetraydromethanopterin oxidoreductase"
K13953,1.1.1.1,"R00623;R00623  primary_alcohol:NAD+ oxidoreductase;R00754;R00754  ethanol:NAD+ oxidoreductase;R02124;R02124  retinol:NAD+ oxidoreductase;R04880;R04880  3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase;R05233;R05233  trans-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;R05234;R05234  cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;R06917;R06917  1-hydroxymethylnaphthalene:NAD+ oxidoreductase;R06927;R06927  (2-naphthyl)methanol:NAD+ oxidoreductase;R07105;R07105  trichloroethanol:NAD+ oxidoreductase;R08281;R08281  alcophosphamide:NAD+ oxidoreductase;R08306;R08306  2-phenyl-1,3-propanediol monocarbamate:NAD+ oxidoreductase;R08310;R08310  4-hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one:NAD+ oxidoreductase"
K13954,1.1.1.1,"R00623;R00623  primary_alcohol:NAD+ oxidoreductase;R00754;R00754  ethanol:NAD+ oxidoreductase;R04880;R04880  3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase;R05233;R05233  trans-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;R05234;R05234  cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;R06917;R06917  1-hydroxymethylnaphthalene:NAD+ oxidoreductase;R06927;R06927  (2-naphthyl)methanol:NAD+ oxidoreductase"
K13979,1.1.1.2,R00746;R00746  ethanol:NADP+ oxidoreductase;R01041;R01041  glycerol:NADP+ oxidoreductase
K13993,,
K14051,3.1.4.52,
K14052,,
K14053,,
K14054,,
K14055,,
K14056,,
K14057,,
K14058,,
K14059,,
K14062,,
K14063,,
K14067,6.2.1.9,R01256;R01256  (S)-malate:CoA ligase (ADP-forming)
K14087,,
K14107,,
K14120,,
K14136,2.4.2.45,"R10095;R10095  trans,octacis-decaprenylphospho-beta-D-ribofuranose 5-phosphate:diphosphate phospho-alpha-D-ribosyltransferase"
K14153,2.5.1.3;2.7.1.49;2.7.4.7,R03223;R03223  2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase;R03471;R03471  ATP:4-amino-5-hydroxymethyl-2-methylpyrimidine 5-phosphotransferase;R04509;R04509  ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase;R10712;R10712  2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate 2-methyl-4-aminopyrimidine-5-methenyltransferase
K14155,4.4.1.13, 2-aminoprop-2-enoate-forming); pyruvate-forming);R00782;R00782  L-cysteine hydrogen-sulfide-lyase (deaminating;R01286;R01286  L-cystathionine L-homocysteine-lyase (deaminating;R02408;R02408  L-cystine thiocysteine-lyase (deaminating;R04941;R04941  selenocystathionine L-homocysteine-lyase (deaminating);R12188;R12188  L-cysteine-S-conjugate thiol-lyase (deaminating
K14161,,
K14162,2.7.7.7,
K14164,6.1.1.14,R03654;R03654  glycine:tRNA(Gly) ligase (AMP-forming)
K14170,4.2.1.51;5.4.99.5, L-phenylalanine-forming); phenylpyruvate-forming);R00691;R00691  L-arogenate hydro-lyase (decarboxylating;R01373;R01373  prephenate hydro-lyase (decarboxylating;R01715;R01715  chorismate pyruvatemutase
K14187,1.3.1.12;5.4.99.5,R01715;R01715  chorismate pyruvatemutase;R01728;R01728  prephenate:NAD+ oxidoreductase(decarboxylating)
K14193,,
K14194,,
K14201,,
K14202,,
K14205,2.3.2.3,
K14244,,R09195;R09195  malonyl-CoA:L-glutamine amido-ligase (AMP-forming);R11515;R11515  malonyl-[acyl-carrier protein]:L-glutamine amido-ligase (AMP-forming)
K14260,2.6.1.2;2.6.1.66,R00258;R00258  L-alanine:2-oxoglutarate aminotransferase;R01215;R01215  L-valine:pyruvate aminotransferase
K14261,,
K14266,1.14.19.9,R09570;R09570  L-tryptophan:FADH2 oxidoreductase (7-halogenating)
K14337,,
K14338,1.14.14.1;1.6.2.4,"R03629;R03629  melatonin,NADPH---hemoprotein reductase:oxygen oxidoreductase;R04121;R04121  fatty acid,reduced-flaboprotein:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing);R05259;R05259  parathion,NADPH---hemoprotein reductase:oxygen oxidoreductase (paraoxon-forming)"
K14339,,
K14347,,
K14348,,
K14392,,
K14393,,
K14414,,
K14415,6.5.1.8,
K14441,2.8.4.4,"R10652;R10652  [ribosomal protein uS12]-L-aspartate:sulfur-donor,S-adenosyl-L-methionine C3-methylthiotransferase"
K14445,,
K14466,6.2.1.40,R09279;R09279  4-hydroxybutanoate:CoA ligase (AMP-forming)
K14471,2.8.3.22,R00406;R00406  succinyl-CoA:(S)-malate CoA-transferase;R03154;R03154  succinyl-CoA:(S)-citramalate CoA-transferase
K14540,,
K14564,,
K14583,1.13.11.56,"R04117;R04117  naphthalene-1,2-diol:oxygen oxidoreductase"
K14587,,
K14588,1.16.3.4,
K14597,,R07544;R07544  ;R07546
K14623,,
K14645,,
K14647,,
K14652,3.5.4.25;4.1.99.12,"R00425;R00425  GTP 7,8-8,9-dihydrolase (diphosphate-forming);R07281;R07281  D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)"
K14654,1.1.1.302,"R09375;R09375  2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one:NAD+ 1'-oxidoreductase;R09376;R09376  2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one:NADP+ 1'-oxidoreductase"
K14681,2.3.1.1;4.3.2.1,R00259;R00259  acetyl-CoA:L-glutamate N-acetyltransferase;R01086;R01086  2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)
K14682,2.3.1.1,R00259;R00259  acetyl-CoA:L-glutamate N-acetyltransferase
K14698,,
K14699,,
K14731,3.1.1.83,R03751;R03751  epsilon-caprolactone lactonohydrolase;R06390;R06390  monoterpene epsilon-lactone hydrolase;R06391;R06391  isopropenylmethyloxepan-2-one lactonohydrolase;R06392;R06392  4-isopropenyl-7-methyloxepan-2-one lactonohydrolase;R06393;R06393  monoterpene epsilon-lactone hydrolase
K14742,,
K14743,,
K14744,,
K14761,,
K14949,2.7.11.1,
K14953,,
K14956,,
K14977,3.5.3.26,R05554;R05554  ureidoglycine aminohydrolase
K14978,,
K14980,2.7.13.3,
K14981,,
K14983,,
K15011,2.7.13.3,
K15012,,
K15019,4.2.1.116,R03045;R03045  3-hydroxypropionyl-CoA hydro-lyase
K15051,,
K15125,,
K15255,5.6.2.3,
K15256,,
K15257,,
K15268,,
K15342,,
K15347,,
K15352,,
K15353,,
K15366,,
K15371,1.4.1.2,R00243;R00243  L-glutamate:NAD+ oxidoreductase (deaminating)
K15372,2.6.1.55,R00908;R00908  beta-alanine:2-oxoglutarate aminotransferase;R01684;R01684  taurine:2-oxoglutarate aminotransferase
K15396,2.1.1.200,
K15449,4.1.3.44,
K15460,2.1.1.223,
K15461,2.1.1.61,R00601;R00601  S-adenosyl-L-methionine:tRNA 5-methylaminomethyl-2-thiouridine methyltransferase;R08702;R08702  tRNA containing 5-carboxymethylaminomethyl-2-thiouridine:oxygen oxidoreductase
K15475,,
K15477,,
K15519,2.7.1.74;2.7.1.76,R01666;R01666  ATP:deoxycitidine 5'-phosphotransferase;R02089;R02089  ATP:deoxyadenosine 5'-phosphotransferase
K15521,2.4.1.250,
K15524,,R09645;R09645  
K15527,2.5.1.76,
K15531,3.2.1.156,
K15532,3.2.1.172,
K15539,,
K15540,,
K15547,,
K15551,,
K15553,,
K15554,,
K15555,7.6.2.14,
K15576,,
K15580,,
K15581,,
K15582,,
K15583,,
K15584,,
K15585,,
K15598,,
K15599,,
K15633,5.4.2.12,"R01518;R01518  D-phosphoglycerate 2,3-phosphomutase"
K15634,5.4.2.11,"R01518;R01518  D-phosphoglycerate 2,3-phosphomutase"
K15635,5.4.2.12,"R01518;R01518  D-phosphoglycerate 2,3-phosphomutase"
K15652,4.2.1.118,R01627;R01627  3-dehydroshikimate hydro-lyase
K15654,,
K15655,,
K15661,,
K15662,,
K15663,,
K15665,,
K15666,,
K15667,,
K15721,,
K15724,,
K15725,,
K15726,,
K15727,,
K15735,,
K15737,1.14.11.64,"R12216;R12216  glutarate,2-oxoglutarate:oxygen oxidoreductase ((S)-2-hydroxyglutarate-forming)"
K15738,,
K15770,,
K15771,,
K15772,,
K15777,,"R08836;R08836  3,4-dihydroxy-L-phenylalanine:oxygen 4,5-oxidoreductase (decyclizing)"
K15778,5.4.2.2;5.4.2.8,"R00959;R00959  alpha-D-glucose 1-phosphate 1,6-phosphomutase;R01057;R01057  D-ribose 1,5-phosphomutase;R01818;R01818  D-mannose 6-phosphate 1,6-phosphomutase;R08639;R08639  alpha-D-glucose 1,6-phosphomutase"
K15780,2.4.2.8;6.3.4.19,R01132;R01132  IMP:diphosphate phospho-D-ribosyltransferase;R01229;R01229  GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase;R02142;R02142  XMP:pyrophosphate phosphoribosyltransferase
K15784,3.5.1.125,"R09801;R09801  N2-acetyl-L-2,4-diaminobutanoate amidohydrolase"
K15792,6.3.2.10;6.3.2.13,"R02788;R02788  UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:(L)-meso-2,6-diaminoheptanedioate gamma-ligase (ADP-forming);R04617;R04617  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase (ADP-forming)"
K15828,,
K15830,,
K15832,,
K15836,,
K15842,,
K15855,3.2.1.165,R01966;R01966  beta-D-glucosaminide glucosaminohydrolase
K15866,5.3.3.18,"R09837;R09837  2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase;R09839;R09839  2,3-didehydroadipoyl-CoA:acetyl-CoA C-didehydroadipoyltransferase (double bond migration)"
K15879,,
K15894,4.2.1.115," UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose-forming);R09697;R09697  UDP-N-acetylglucosamine hydro-lyase (inverting"
K15895,2.6.1.92,"R09825;R09825  UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine:2-oxoglutarate aminotransferase"
K15898,2.5.1.97,"R09841;R09841  phosphoenolpyruvate:2,4-bis(acetylamino)-2,4,6-trideoxy-beta-L-altropyranose transferase (phosphate-hydrolysing, 2,7-acetylamino-transfering, 2-carboxy-2-oxoethyl-forming)"
K15899,2.7.7.81,R09843;R09843  CTP:pseudaminate cytidylyltransferase
K15914,2.4.1.290,"R10188;R10188  UDP-N-acetyl-alpha-D-galactosamine:N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tritrans,heptacis-undecaprenol 3-alpha-N-acetyl-D-galactosaminyltransferase"
K15915,2.7.8.36,"R10184;R10184  UDP-N,N'-diacetylbacillosamine:tritrans,heptacis-undecaprenyl-phosphate N,N'-diacetylbacillosamine transferase"
K15916,5.3.1.8;5.3.1.9,R00771;R00771  D-glucose-6-phosphate aldose-ketose-isomerase;R00772;R00772  D-mannose-6-phosphate aldose-ketose-isomerase;R01819;R01819  D-mannose-6-phosphate aldose-ketose-isomerase;R02739;R02739  alpha-D-glucose 6-phosphate ketol-isomerase;R02740;R02740  alpha-D-glucose 6-phosphate ketol-isomerase;R03321;R03321  beta-D-glucose 6-phosphate ketol-isomerase;R13199;R13199  alpha-D-glucose-6-phosphate aldose-ketose-isomerase
K15918,2.7.1.31,R01514;R01514  ATP:(R)-glycerate 3-phosphotransferase
K15921,3.2.1.55,R01762;R01762  alpha-L-arabinan arabinofuranohydrolase
K15922,3.2.1.199,R00802;R00802  sucrose alpha-glucohydrolase;R11543;R11543  6-sulfo-alpha-D-quinovosyl diacylglycerol 6-sulfo-D-quinovohydrolase (configuration-retaining)
K15923,3.2.1.51,
K15924,3.2.1.136,
K15945,,R09330;R09330  
K15974,,
K15976,,
K15977,,
K15981,1.14.15.29,"R11357;R11357  cholest-4-en-3-one,[reduced ferredoxin]:oxygen oxidoreductase [(25S)-3-oxocholest-4-en-26-oate forming]"
K15984,2.1.1.242,
K15986,3.6.1.1,
K15987,7.2.3.1,
K15999,,R06503;R06503  ;R06504;R06505
K16011,2.7.7.13;5.3.1.8,R00772;R00772  D-mannose-6-phosphate aldose-ketose-isomerase;R00885;R00885  GTP:alpha-D-mannose-1-phosphate guanylyltransferase;R01819;R01819  D-mannose-6-phosphate aldose-ketose-isomerase
K16012,,
K16013,,
K16014,,
K16028,,
K16053,,
K16066,1.1.1.381,R09289;R09289  3-hydroxypropionate:NADP+ oxidoreductase;R10851;R10851  L-allo-threonine:NADP+ 3-oxidoreductase;R10852;R10852  L-allo-threonine:NADP+ 3-oxidoreductase (decarboxylating)
K16074,,
K16076,,
K16079,,
K16087,,
K16088,,
K16089,,
K16090,,
K16091,,
K16092,,
K16123,,
K16136,,
K16137,,
K16139,,
K16148,2.4.1.342,R11530;R11530  ADP-alpha-D-glucose:alpha-D-glucose-1-phosphate 4-alpha-D-glucosyltransferase (configuration-retaining)
K16149,2.4.1.18,"R02110;R02110  1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-alpha-D-(1,4-alpha-D-glucano)-transferase"
K16152,,
K16165,3.7.1.20,R01085;R01085  3-fumarylpyruvate fumarylhydrolase
K16169,,
K16183,1.16.99.1,
K16203,,
K16211,,
K16212,2.4.1.281,R09943;R09943  4-O-beta-D-mannopyranosyl-D-glucopyranose:phosphate alpha-D-mannosyltransferase
K16213,5.1.3.11,"R01445;R01445  cellobiose 2-epimerase;R10810;R10810  beta-1,4-mannobiose 2-epimerase"
K16238,,
K16242,1.14.13.243;1.14.13.244,"R03560;R03560  toluene,NADH:oxygen oxidoreductase (2,3-dihydroxylating);R03608;R03608  o-cresol,NADH:oxygen oxidoreductase (2,3-dihydroxylating);R10042;R10042  benzene,NADH:oxygen oxidoreductase;R10043;R10043  phenol,NADH:oxygen oxidoreductase (2-hydroxylating)"
K16248,,
K16263,,
K16264,,
K16291,,
K16301,,
K16321,,
K16322,,
K16329,4.2.1.70,R01055;R01055  uracil hydro-lyase (adding D-ribose 5-phosphate;pseudouridine-5'-phosphate-forming)
K16331,,
K16348,,
K16363,3.5.1.108;4.2.1.59,R04428;R04428  (3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase;R04535;R04535  (3R)-3-hydroxydecanoyl-[acyl-carrier-protein] hydro-lyase;R04537;R04537  (3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase;R04544;R04544  (3R)-3-hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase;R04568;R04568  (3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] hydro-lyase;R04587;R04587  UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine amidohydrolase;R04954;R04954  (3R)-3-hydroxyhexanoyl-[acyl-carrier-protein] hydro-lyase;R04965;R04965  (3R)-3-hydroxydodecanoyl-[acyl-carrier-protein] hydro-lyase;R10208;R10208  (3R)-3-hydroxyacyl-[acyl-carrier protein] hydro-lyase (trans-2-enoyl-[acyl-carrier protein]-forming)
