Reaction,role,metabolite
R01702,substrate,C00233
R01702,substrate,C15972
R01702,product,C15975
R01702,product,C00011
"R01702  4-METHYL-2-OXOPENTANOATE:[DIHYDROLIPOYLLYSINE-RESIDUE (2-METHYLPROPANOYL)TRANSFERASE] LIPOYLLYSINE 2-OXIDOREDUCTASE (DECARBOXYLATING, ACCEPTOR-2-METHYLPROPANOYLATING)",substrate,C00233
"R01702  4-METHYL-2-OXOPENTANOATE:[DIHYDROLIPOYLLYSINE-RESIDUE (2-METHYLPROPANOYL)TRANSFERASE] LIPOYLLYSINE 2-OXIDOREDUCTASE (DECARBOXYLATING, ACCEPTOR-2-METHYLPROPANOYLATING)",substrate,C15972
"R01702  4-METHYL-2-OXOPENTANOATE:[DIHYDROLIPOYLLYSINE-RESIDUE (2-METHYLPROPANOYL)TRANSFERASE] LIPOYLLYSINE 2-OXIDOREDUCTASE (DECARBOXYLATING, ACCEPTOR-2-METHYLPROPANOYLATING)",product,C15975
"R01702  4-METHYL-2-OXOPENTANOATE:[DIHYDROLIPOYLLYSINE-RESIDUE (2-METHYLPROPANOYL)TRANSFERASE] LIPOYLLYSINE 2-OXIDOREDUCTASE (DECARBOXYLATING, ACCEPTOR-2-METHYLPROPANOYLATING)",product,C00011
R03171,substrate,C00671
R03171,substrate,C00010
R03171,substrate,C00003
R03171,product,C15980
R03171,product,C00011
R03171,product,C00004
R03171,product,C00080
R03171  (S)-3-METHYL-2-OXOPENTANOATE:NAD+ 2-OXIDOREDUCTASE (COA-METHYLBUTANOYLATING),substrate,C00671
R03171  (S)-3-METHYL-2-OXOPENTANOATE:NAD+ 2-OXIDOREDUCTASE (COA-METHYLBUTANOYLATING),substrate,C00010
R03171  (S)-3-METHYL-2-OXOPENTANOATE:NAD+ 2-OXIDOREDUCTASE (COA-METHYLBUTANOYLATING),substrate,C00003
R03171  (S)-3-METHYL-2-OXOPENTANOATE:NAD+ 2-OXIDOREDUCTASE (COA-METHYLBUTANOYLATING),product,C15980
R03171  (S)-3-METHYL-2-OXOPENTANOATE:NAD+ 2-OXIDOREDUCTASE (COA-METHYLBUTANOYLATING),product,C00011
R03171  (S)-3-METHYL-2-OXOPENTANOATE:NAD+ 2-OXIDOREDUCTASE (COA-METHYLBUTANOYLATING),product,C00004
R03171  (S)-3-METHYL-2-OXOPENTANOATE:NAD+ 2-OXIDOREDUCTASE (COA-METHYLBUTANOYLATING),product,C00080
R04225,substrate,C00671
R04225,substrate,C15972
R04225,product,C15979
R04225,product,C00011
"R04225  (S)-3-METHYL-2-OXOPENTANOATE:[DIHYDROLIPOYLLYSINE-RESIDUE (2-METHYLPROPANOYL)TRANSFERASE] LIPOYLLYSINE 2-OXIDOREDUCTASE (DECARBOXYLATING, ACCEPTOR-2-METHYLPROPANOYLATING)",substrate,C00671
"R04225  (S)-3-METHYL-2-OXOPENTANOATE:[DIHYDROLIPOYLLYSINE-RESIDUE (2-METHYLPROPANOYL)TRANSFERASE] LIPOYLLYSINE 2-OXIDOREDUCTASE (DECARBOXYLATING, ACCEPTOR-2-METHYLPROPANOYLATING)",substrate,C15972
"R04225  (S)-3-METHYL-2-OXOPENTANOATE:[DIHYDROLIPOYLLYSINE-RESIDUE (2-METHYLPROPANOYL)TRANSFERASE] LIPOYLLYSINE 2-OXIDOREDUCTASE (DECARBOXYLATING, ACCEPTOR-2-METHYLPROPANOYLATING)",product,C15979
"R04225  (S)-3-METHYL-2-OXOPENTANOATE:[DIHYDROLIPOYLLYSINE-RESIDUE (2-METHYLPROPANOYL)TRANSFERASE] LIPOYLLYSINE 2-OXIDOREDUCTASE (DECARBOXYLATING, ACCEPTOR-2-METHYLPROPANOYLATING)",product,C00011
R07599,substrate,C00141
R07599,substrate,C00068
R07599,product,C15976
R07599,product,C00011
R07600,substrate,C15976
R07600,substrate,C15972
R07600,product,C15977
R07600,product,C00068
R07601,substrate,C00233
R07601,substrate,C00068
R07601,product,C15974
R07601,product,C00011
R07602,substrate,C15974
R07602,substrate,C15972
R07602,product,C15975
R07602,product,C00068
R07603,substrate,C00671
R07603,substrate,C00068
R07603,product,C15978
R07603,product,C00011
R07604,substrate,C15978
R07604,substrate,C15972
R07604,product,C15979
R07604,product,C00068
R10996,substrate,C00109
R10996,substrate,C00068
R10996,product,C21017
R10996,product,C00011
R10997,substrate,C21017
R10997,substrate,C15972
R10997,product,C21018
R10997,product,C00068
R01196,substrate,C00138
R01196,substrate,C00024
R01196,substrate,C00011
R01196,substrate,C00080
R01196,product,C00139
R01196,product,C00022
R01196,product,C00010
R01196  PYRUVATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-ACETYLATING),substrate,C00138
R01196  PYRUVATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-ACETYLATING),substrate,C00024
R01196  PYRUVATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-ACETYLATING),substrate,C00011
R01196  PYRUVATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-ACETYLATING),substrate,C00080
R01196  PYRUVATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-ACETYLATING),product,C00139
R01196  PYRUVATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-ACETYLATING),product,C00022
R01196  PYRUVATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-ACETYLATING),product,C00010
R01199,substrate,C00139
R01199,substrate,C00109
R01199,substrate,C00010
R01199,product,C00138
R01199,product,C00100
R01199,product,C00011
R01199,product,C00080
R01199  2-OXOBUTANOATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-PROPANOYLATING),substrate,C00139
R01199  2-OXOBUTANOATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-PROPANOYLATING),substrate,C00109
R01199  2-OXOBUTANOATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-PROPANOYLATING),substrate,C00010
R01199  2-OXOBUTANOATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-PROPANOYLATING),product,C00138
R01199  2-OXOBUTANOATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-PROPANOYLATING),product,C00100
R01199  2-OXOBUTANOATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-PROPANOYLATING),product,C00011
R01199  2-OXOBUTANOATE:FERREDOXIN 2-OXIDOREDUCTASE (COA-PROPANOYLATING),product,C00080
R08034,substrate,C16396
R08034,product,C16399
R01197,substrate,C00138
R01197,substrate,C00091
R01197,substrate,C00011
R01197,substrate,C00080
R01197,product,C00139
R01197,product,C00026
R01197,product,C00010
R01197  2-OXOGLUTARATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING),substrate,C00138
R01197  2-OXOGLUTARATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING),substrate,C00091
R01197  2-OXOGLUTARATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING),substrate,C00011
R01197  2-OXOGLUTARATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING),substrate,C00080
R01197  2-OXOGLUTARATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING),product,C00139
R01197  2-OXOGLUTARATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING),product,C00026
R01197  2-OXOGLUTARATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING),product,C00010
R09501,substrate,C00580
R09501,substrate,C00828
R09501,substrate,C00001
R09501,product,C11143
R09501,product,C05819
R09501  DIMETHYL SULFIDE:MENAQUINONE OXIDOREDUCTASE,substrate,C00580
R09501  DIMETHYL SULFIDE:MENAQUINONE OXIDOREDUCTASE,substrate,C00828
R09501  DIMETHYL SULFIDE:MENAQUINONE OXIDOREDUCTASE,substrate,C00001
R09501  DIMETHYL SULFIDE:MENAQUINONE OXIDOREDUCTASE,product,C11143
R09501  DIMETHYL SULFIDE:MENAQUINONE OXIDOREDUCTASE,product,C05819
R07160,substrate,C00141
R07160,substrate,C00010
R07160,substrate,C00139
R07160,product,C00630
R07160,product,C00011
R07160,product,C00138
R07160,product,C00080
R07160  3-METHYL-2-OXOBUTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,substrate,C00141
R07160  3-METHYL-2-OXOBUTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,substrate,C00010
R07160  3-METHYL-2-OXOBUTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,substrate,C00139
R07160  3-METHYL-2-OXOBUTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,product,C00630
R07160  3-METHYL-2-OXOBUTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,product,C00011
R07160  3-METHYL-2-OXOBUTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,product,C00138
R07160  3-METHYL-2-OXOBUTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,product,C00080
R08566,substrate,C00233
R08566,substrate,C00010
R08566,substrate,C00139
R08566,product,C02939
R08566,product,C00011
R08566,product,C00138
R08566,product,C00080
R08566  4-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,substrate,C00233
R08566  4-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,substrate,C00010
R08566  4-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,substrate,C00139
R08566  4-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,product,C02939
R08566  4-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,product,C00011
R08566  4-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,product,C00138
R08566  4-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,product,C00080
R08567,substrate,C00671
R08567,substrate,C00010
R08567,substrate,C00139
R08567,product,C15980
R08567,product,C00011
R08567,product,C00138
R08567,product,C00080
R08567  (S)-3-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,substrate,C00671
R08567  (S)-3-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,substrate,C00010
R08567  (S)-3-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,substrate,C00139
R08567  (S)-3-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,product,C15980
R08567  (S)-3-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,product,C00011
R08567  (S)-3-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,product,C00138
R08567  (S)-3-METHYL-2-OXOPENTANOATE:FERREDOXIN OXIDOREDUCTASE (DECARBOXYLATING,product,C00080
R09096,substrate,C00024
R09096,substrate,C01217
R09096,product,C00010
R09096,product,C04488
R09096,product,C00237
R10219,substrate,C00024
R10219,substrate,C18802
R10219,product,C00010
R10219,product,C18799
R10219,product,C00237
R03015,substrate,C01001
R03015,substrate,C00139
R03015,substrate,C00001
R03015,product,C00862
R03015,product,C00138
R03015,product,C00011
R03015,product,C00080
R03015  FORMYLMETHANOFURAN:FERREDOXIN OXIDOREDUCTASE,substrate,C01001
R03015  FORMYLMETHANOFURAN:FERREDOXIN OXIDOREDUCTASE,substrate,C00139
R03015  FORMYLMETHANOFURAN:FERREDOXIN OXIDOREDUCTASE,substrate,C00001
R03015  FORMYLMETHANOFURAN:FERREDOXIN OXIDOREDUCTASE,product,C00862
R03015  FORMYLMETHANOFURAN:FERREDOXIN OXIDOREDUCTASE,product,C00138
R03015  FORMYLMETHANOFURAN:FERREDOXIN OXIDOREDUCTASE,product,C00011
R03015  FORMYLMETHANOFURAN:FERREDOXIN OXIDOREDUCTASE,product,C00080
R08060,substrate,C01001
R08060,substrate,C00001
R08060,product,C00058
R08060,product,C00862
R04251,substrate,C03167
R04251,substrate,C00003
R04251,substrate,C00001
R04251,product,C05682
R04251,product,C00004
R04251,product,C00080
R04251  PHOSPHONOACETALDEHYDE:NAD+ OXIDOREDUCTASE,substrate,C03167
R04251  PHOSPHONOACETALDEHYDE:NAD+ OXIDOREDUCTASE,substrate,C00003
R04251  PHOSPHONOACETALDEHYDE:NAD+ OXIDOREDUCTASE,substrate,C00001
R04251  PHOSPHONOACETALDEHYDE:NAD+ OXIDOREDUCTASE,product,C05682
R04251  PHOSPHONOACETALDEHYDE:NAD+ OXIDOREDUCTASE,product,C00004
R04251  PHOSPHONOACETALDEHYDE:NAD+ OXIDOREDUCTASE,product,C00080
R01403,substrate,C00173
R01403,substrate,C00003
R01403,product,C00693
R01403,product,C00004
R01403,product,C00080
R01403  ACYL-[ACYL-CARRIER-PROTEIN]:NAD+ OXIDOREDUCTASE,substrate,C00173
R01403  ACYL-[ACYL-CARRIER-PROTEIN]:NAD+ OXIDOREDUCTASE,substrate,C00003
R01403  ACYL-[ACYL-CARRIER-PROTEIN]:NAD+ OXIDOREDUCTASE,product,C00693
R01403  ACYL-[ACYL-CARRIER-PROTEIN]:NAD+ OXIDOREDUCTASE,product,C00004
R01403  ACYL-[ACYL-CARRIER-PROTEIN]:NAD+ OXIDOREDUCTASE,product,C00080
R01404,substrate,C00173
R01404,substrate,C00006
R01404,product,C00693
R01404,product,C00005
R01404,product,C00080
R01404  ACYL-[ACYL-CARRIER PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C00173
R01404  ACYL-[ACYL-CARRIER PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C00006
R01404  ACYL-[ACYL-CARRIER PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00693
R01404  ACYL-[ACYL-CARRIER PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00005
R01404  ACYL-[ACYL-CARRIER PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00080
R04429,substrate,C05745
R04429,substrate,C00003
R04429,product,C04246
R04429,product,C00004
R04429,product,C00080
R04429  BUTYRYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C05745
R04429  BUTYRYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C00003
R04429  BUTYRYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C04246
R04429  BUTYRYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00004
R04429  BUTYRYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04430,substrate,C05745
R04430,substrate,C00006
R04430,product,C04246
R04430,product,C00005
R04430,product,C00080
R04430  BUTYRYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C05745
R04430  BUTYRYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C00006
R04430  BUTYRYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C04246
R04430  BUTYRYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00005
R04430  BUTYRYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04724,substrate,C05223
R04724,substrate,C00003
R04724,product,C05758
R04724,product,C00004
R04724,product,C00080
R04724  DODECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C05223
R04724  DODECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C00003
R04724  DODECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C05758
R04724  DODECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00004
R04724  DODECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04725,substrate,C05223
R04725,substrate,C00006
R04725,product,C05758
R04725,product,C00005
R04725,product,C00080
R04725  DODECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C05223
R04725  DODECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C00006
R04725  DODECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C05758
R04725  DODECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00005
R04725  DODECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04955,substrate,C05749
R04955,substrate,C00003
R04955,product,C05748
R04955,product,C00004
R04955,product,C00080
R04955  HEXANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C05749
R04955  HEXANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C00003
R04955  HEXANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C05748
R04955  HEXANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00004
R04955  HEXANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04956,substrate,C05749
R04956,substrate,C00006
R04956,product,C05748
R04956,product,C00005
R04956,product,C00080
R04956  HEXANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C05749
R04956  HEXANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C00006
R04956  HEXANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C05748
R04956  HEXANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00005
R04956  HEXANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04958,substrate,C05752
R04958,substrate,C00003
R04958,product,C05751
R04958,product,C00004
R04958,product,C00080
R04958  OCTANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C05752
R04958  OCTANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C00003
R04958  OCTANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C05751
R04958  OCTANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00004
R04958  OCTANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04959,substrate,C05752
R04959,substrate,C00006
R04959,product,C05751
R04959,product,C00005
R04959,product,C00080
R04959  OCTANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C05752
R04959  OCTANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C00006
R04959  OCTANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C05751
R04959  OCTANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00005
R04959  OCTANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04961,substrate,C05755
R04961,substrate,C00003
R04961,product,C05754
R04961,product,C00004
R04961,product,C00080
R04961  DECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C05755
R04961  DECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C00003
R04961  DECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C05754
R04961  DECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00004
R04961  DECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04962,substrate,C05755
R04962,substrate,C00006
R04962,product,C05754
R04962,product,C00005
R04962,product,C00080
R04962  DECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C05755
R04962  DECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C00006
R04962  DECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C05754
R04962  DECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00005
R04962  DECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04966,substrate,C05761
R04966,substrate,C00003
R04966,product,C05760
R04966,product,C00004
R04966,product,C00080
R04966  TETRADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C05761
R04966  TETRADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C00003
R04966  TETRADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C05760
R04966  TETRADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00004
R04966  TETRADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04967,substrate,C05761
R04967,substrate,C00006
R04967,product,C05760
R04967,product,C00005
R04967,product,C00080
R04967  TETRADECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C05761
R04967  TETRADECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C00006
R04967  TETRADECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C05760
R04967  TETRADECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00005
R04967  TETRADECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04969,substrate,C05764
R04969,substrate,C00003
R04969,product,C05763
R04969,product,C00004
R04969,product,C00080
R04969  HEXADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C05764
R04969  HEXADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C00003
R04969  HEXADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C05763
R04969  HEXADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00004
R04969  HEXADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04970,substrate,C05764
R04970,substrate,C00006
R04970,product,C05763
R04970,product,C00005
R04970,product,C00080
R04970  HEXADECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C05764
R04970  HEXADECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,substrate,C00006
R04970  HEXADECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C05763
R04970  HEXADECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00005
R04970  HEXADECANOYL-[ACP]:NADP+ TRANS-2-OXIDOREDUCTASE,product,C00080
R07765,substrate,C16221
R07765,substrate,C00004
R07765,substrate,C00080
R07765,product,C04088
R07765,product,C00003
R07765  OCTADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C16221
R07765  OCTADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C00004
R07765  OCTADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C00080
R07765  OCTADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C04088
R07765  OCTADECANOYL-[ACP]:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00003
R10118,substrate,C20374
R10118,substrate,C00005
R10118,substrate,C00080
R10118,product,C20375
R10118,product,C00006
R10118  GLUTARYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,substrate,C20374
R10118  GLUTARYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,substrate,C00005
R10118  GLUTARYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,substrate,C00080
R10118  GLUTARYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,product,C20375
R10118  GLUTARYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,product,C00006
R10122,substrate,C20378
R10122,substrate,C00005
R10122,substrate,C00080
R10122,product,C19846
R10122,product,C00006
R10122  PIMELYL-[ACYL-CARRIER PROTEIN]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,substrate,C20378
R10122  PIMELYL-[ACYL-CARRIER PROTEIN]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,substrate,C00005
R10122  PIMELYL-[ACYL-CARRIER PROTEIN]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,substrate,C00080
R10122  PIMELYL-[ACYL-CARRIER PROTEIN]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,product,C19846
R10122  PIMELYL-[ACYL-CARRIER PROTEIN]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,product,C00006
R01171,substrate,C00136
R01171,substrate,C00003
R01171,product,C00877
R01171,product,C00004
R01171,product,C00080
R01171  BUTANOYL-COA:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C00136
R01171  BUTANOYL-COA:NAD+ TRANS-2-OXIDOREDUCTASE,substrate,C00003
R01171  BUTANOYL-COA:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00877
R01171  BUTANOYL-COA:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00004
R01171  BUTANOYL-COA:NAD+ TRANS-2-OXIDOREDUCTASE,product,C00080
R04198,substrate,C03972
R04198,substrate,C00003
R04198,substrate,C00001
R04198,product,C20258
R04198,product,C00004
R04198,product,C00080
"R04198  2,3,4,5-TETRAHYDRODIPICOLINATE:NAD+ 4-OXIDOREDUCTASE",substrate,C03972
"R04198  2,3,4,5-TETRAHYDRODIPICOLINATE:NAD+ 4-OXIDOREDUCTASE",substrate,C00003
"R04198  2,3,4,5-TETRAHYDRODIPICOLINATE:NAD+ 4-OXIDOREDUCTASE",substrate,C00001
"R04198  2,3,4,5-TETRAHYDRODIPICOLINATE:NAD+ 4-OXIDOREDUCTASE",product,C20258
"R04198  2,3,4,5-TETRAHYDRODIPICOLINATE:NAD+ 4-OXIDOREDUCTASE",product,C00004
"R04198  2,3,4,5-TETRAHYDRODIPICOLINATE:NAD+ 4-OXIDOREDUCTASE",product,C00080
R04199,substrate,C03972
R04199,substrate,C00006
R04199,substrate,C00001
R04199,product,C20258
R04199,product,C00005
R04199,product,C00080
"R04199  2,3,4,5-TETRAHYDRODIPICOLINATE:NADP+ 4-OXIDOREDUCTASE",substrate,C03972
"R04199  2,3,4,5-TETRAHYDRODIPICOLINATE:NADP+ 4-OXIDOREDUCTASE",substrate,C00006
"R04199  2,3,4,5-TETRAHYDRODIPICOLINATE:NADP+ 4-OXIDOREDUCTASE",substrate,C00001
"R04199  2,3,4,5-TETRAHYDRODIPICOLINATE:NADP+ 4-OXIDOREDUCTASE",product,C20258
"R04199  2,3,4,5-TETRAHYDRODIPICOLINATE:NADP+ 4-OXIDOREDUCTASE",product,C00005
"R04199  2,3,4,5-TETRAHYDRODIPICOLINATE:NADP+ 4-OXIDOREDUCTASE",product,C00080
R03845,substrate,C02139
R03845,substrate,C00006
R03845,product,C02880
R03845,product,C00005
R03845,product,C00080
"R03845  CHLOROPHYLLIDE-A:NADP+ 7,8-OXIDOREDUCTASE",substrate,C02139
"R03845  CHLOROPHYLLIDE-A:NADP+ 7,8-OXIDOREDUCTASE",substrate,C00006
"R03845  CHLOROPHYLLIDE-A:NADP+ 7,8-OXIDOREDUCTASE",product,C02880
"R03845  CHLOROPHYLLIDE-A:NADP+ 7,8-OXIDOREDUCTASE",product,C00005
"R03845  CHLOROPHYLLIDE-A:NADP+ 7,8-OXIDOREDUCTASE",product,C00080
R06286,substrate,C11832
R06286,substrate,C00006
R06286,product,C11831
R06286,product,C00005
R06286,product,C00080
"R06286  CHLOROPHYLLIDE-A:NADP+ 7,8-OXIDOREDUCTASE",substrate,C11832
"R06286  CHLOROPHYLLIDE-A:NADP+ 7,8-OXIDOREDUCTASE",substrate,C00006
